beta_t,beta,best_actor_num,mean-okl/0,mean-bkl/0,mean-okl/1,mean-bkl/1,mean-okl/2,mean-bkl/2,mean-okl/3,mean-bkl/3,return-average/0,episode-length-avg/0,return-average/1,episode-length-avg/1,return-average/2,episode-length-avg/2,return-average/3,episode-length-avg/3,return-average,time-eval,time-total,epoch,avg-path-return/0,total-samples/0,avg-path-return/1,total-samples/1,avg-path-return/2,total-samples/2,avg-path-return/3,total-samples/3
8.0,8.0,1,0.036348484,0.14107193,0.07929158,0.07929158,0.06837006,0.2713018,0.029475521,0.10946029,365.13788685953756,864.0,-86.34474702918666,151.7,-857.6248033651118,802.5,608.949486673911,452.3,7.52945578478753,22.73968897096347,166926.27044074459,1440,948.0435163396724,361000.0,1131.83318656654,361000.0,-322.03218253236315,361000.0,871.7482723228652,361000.0
8.0,8.0,3,0.08425838,0.064230554,0.017621292,0.052963197,0.05963253,0.17238532,0.12713458,0.12713458,520.1343722797565,1000.0,437.7712628133395,656.2,-902.7254692185722,433.2,1419.9447453412527,873.3,368.7812278039441,26.817521293996833,167385.69578304223,1444,744.6127623311629,362000.0,624.9771205406951,362000.0,-399.29318334596695,362000.0,899.8488013556482,362000.0
16.0,16.0,3,0.0351017,0.058370497,0.03468073,0.073853925,0.078343645,0.15173294,0.037530996,0.037530996,1809.5449841552359,752.0,1454.7944729434787,849.4,-174.82573687729493,541.1,1893.20926178163,823.7,1245.6807455007624,35.61631291802041,167844.49092543754,1448,587.7433159069132,363000.0,627.1081187139735,363000.0,-515.6831916833755,363000.0,638.0816712416535,363000.0
16.0,16.0,1,0.056342613,0.05509283,0.045356918,0.045356918,0.07688109,0.18410937,0.0604773,0.057335794,2148.989913980463,785.7,3.392923056684174,369.6,-600.6461285064047,431.5,2632.0062829731014,998.1,1045.935747875961,42.28450495796278,168302.21964594198,1452,702.6621019443807,364000.0,740.9643480155282,364000.0,-480.54254318585197,364000.0,558.9240344264159,364000.0
16.0,16.0,0,0.19257288,0.19257288,0.121914804,0.1054903,0.03319841,0.15389158,0.025867153,0.045742612,423.5106591404195,556.3,-1199.7743384931923,821.0,-654.7468299361831,718.1,2138.342589816652,920.3,176.833020131924,35.166833371971734,168772.29016636312,1456,595.9080556529012,365000.0,516.7199272203866,365000.0,-609.2199104883982,365000.0,738.63625176863,365000.0
16.0,16.0,3,0.046886902,0.062412843,0.0878766,0.18265255,0.119586796,0.2849732,0.048227265,0.048227265,2156.9820671330244,826.5,-249.8374797751936,332.5,-875.8321541624721,617.5,237.50938596025964,757.4,317.2054547889046,44.61617849499453,169236.1983504406,1460,710.7494790440262,366000.0,213.32549122440528,366000.0,-680.799866757891,366000.0,785.4858182043349,366000.0
32.0,32.0,3,0.052146155,0.045064434,0.050263375,0.08943592,0.061252862,0.13890915,0.08846898,0.08846898,-1117.9507786774366,908.3,-781.9650224518806,540.4,-1448.617385633754,804.1,-1145.267742153244,639.7,-1123.4502322290787,37.45279709598981,169708.38791895483,1464,893.3555042415016,367000.0,149.32646024064178,367000.0,-753.509813527591,367000.0,705.5689036448587,367000.0
16.0,16.0,0,0.037621647,0.037621647,0.05133591,0.12714724,0.04527317,0.20470482,0.0360817,0.105004214,966.3416345550183,469.9,360.27391397387083,457.0,-266.7980559832514,429.2,14.670526970140696,506.8,268.6220048789446,44.423230157000944,170166.81610302336,1468,913.1066235252747,368000.0,168.8468832271829,368000.0,-925.7760012822606,368000.0,648.4431752690746,368000.0
32.0,32.0,0,0.03196668,0.03196668,0.03477179,0.05313588,0.0443929,0.10926596,0.04174249,0.048350632,808.6412025314628,477.1,1340.4642137491733,582.9,-125.53080646595834,532.4,1327.2080393882711,809.5,837.6956623007371,28.43085881706793,170627.32764721115,1472,969.7445316096575,369000.0,303.90618842627276,369000.0,-624.6267847815097,369000.0,733.9038681447495,369000.0
32.0,32.0,0,0.03053174,0.03053174,0.026961204,0.04247136,0.053381324,0.12188349,0.04050816,0.07345556,661.5764266933149,360.8,1720.1212751542866,760.3,-42.45428856202515,130.8,-40.95298180637203,324.9,574.5726078698011,31.068852033931762,171079.33034768258,1476,1103.4227664074494,370000.0,386.5608071380972,370000.0,-562.768138107858,370000.0,812.297410440284,370000.0
64.0,64.0,0,0.028622795,0.028622795,0.025476895,0.027444487,0.07197468,0.12920415,0.030717507,0.039853204,1283.3132125709008,707.7,2119.3987127561736,782.0,-487.27976279149607,610.6,1356.0753180230902,711.3,1067.876870139667,23.909898254903965,171546.71542582102,1480,1229.6564489911466,371000.0,434.3676424059382,371000.0,-394.49008857145225,371000.0,572.1757412970943,371000.0
64.0,64.0,0,0.033464216,0.033464216,0.021507476,0.02287538,0.021491773,0.08928522,0.023371601,0.027104842,297.64209342102026,444.4,1079.262223533839,684.1,-611.7240063915503,706.3,1471.0806102739675,864.8,559.0652302093191,38.2339557709638,172017.14467599988,1484,1052.4481195017065,372000.0,870.9096566913984,372000.0,-460.09606908738795,372000.0,592.9326530634924,372000.0
16.0,16.0,0,0.035997592,0.035997592,0.027576951,0.04678525,0.053382445,0.21067472,0.024527125,0.05538824,741.3214259504614,550.0,2192.7496369316195,874.2,-587.719197160859,516.5,1313.6001529315774,794.0,914.9880046631997,41.019948335015215,172487.78025410324,1488,921.6729867419002,373000.0,1038.6066549764782,373000.0,-335.8247886820144,373000.0,669.084896174127,373000.0
32.0,32.0,1,0.067444526,0.03993083,0.058961585,0.058961585,0.11648711,0.20912257,0.07335129,0.05633287,2535.776048809818,1000.0,569.4169310948984,916.8,-627.0320321913538,807.3,2466.400990116093,920.6,1236.140484457364,41.012795549002476,172960.91675477964,1492,782.6063246554335,374000.0,1392.1048068113184,374000.0,-320.5839023816119,374000.0,649.7872235077771,374000.0
32.0,32.0,1,0.03428784,0.04036167,0.053351752,0.053351752,0.0637904,0.23596993,0.036048822,0.060213637,1376.1369226127445,730.6,-60.94337820354555,746.1,-968.0801043182435,904.3,20.09763926569574,731.4,91.8027698391628,43.422262987005524,173438.68891230028,1496,852.6055412015278,375000.0,1558.5056773753781,375000.0,-429.7286503036538,375000.0,741.3418855644501,375000.0
32.0,32.0,1,0.04800335,0.040628545,0.04832508,0.04832508,0.060343683,0.18987393,0.053191457,0.06650929,1542.7276490481795,857.0,-15.538554914486104,564.5,-715.087904233594,709.6,-489.5700959390694,710.1,80.63277349025746,47.839196110959165,173912.01809593686,1500,822.2628465633245,376000.0,1280.9556069679586,376000.0,-559.9791046675375,376000.0,547.5823138214988,376000.0
16.0,16.0,0,0.039325647,0.039325647,0.029104175,0.045837183,0.092354886,0.26335073,0.05569308,0.12050751,586.7029230001489,330.5,2280.0565305260943,826.9,-1430.036895388151,707.5,-157.26002221256542,442.8,319.86563398138173,43.184251343947835,174369.66074579302,1504,1013.8964812450482,377000.0,883.910415517022,377000.0,-579.2239810133793,377000.0,470.4280487616232,377000.0
32.0,32.0,1,0.03375737,0.021190766,0.10518492,0.10518492,0.0845582,0.15140414,0.040110372,0.0922619,747.8408685472706,577.8,259.5108710552084,568.1,-226.58826814774133,616.5,-335.1431351565003,227.0,111.40508407455934,28.212430104031228,174824.50398816587,1508,943.3729212649927,378000.0,965.2867958875856,378000.0,-586.1970154935373,378000.0,350.5920742686351,378000.0
16.0,16.0,0,0.033925988,0.033925988,0.026953429,0.042755213,0.08316388,0.2374942,0.042081416,0.2277783,914.5556194275811,441.1,2439.5677572637114,880.9,-778.9033623841003,611.4,-166.3594411725266,317.0,602.2151432836664,25.16706617292948,175281.79952365148,1512,1220.822852927105,379000.0,928.5443802707653,379000.0,-745.2611783577752,379000.0,235.60159130040628,379000.0
32.0,32.0,0,0.03682949,0.03682949,0.041062478,0.025573665,0.059811026,0.12465762,0.05482534,0.1472124,672.2587796921109,555.0,3053.9183669890754,1000.0,-266.6555186182628,811.5,-239.38720489185576,436.6,805.0336057927669,27.38914573995862,175746.60854660568,1516,1351.6407714565971,380000.0,1034.1209002441278,380000.0,-846.0807554759809,380000.0,-13.404640631226197,380000.0
32.0,32.0,1,0.05675005,0.018756917,0.08783417,0.08783417,0.026429405,0.10272861,0.03623488,0.14592744,1126.8427777879976,494.2,475.86378937200743,602.4,-206.91901328358023,709.4,253.13503541132178,866.3,412.23064732193666,34.32137968798634,176208.4503845625,1520,827.1194714366075,381000.0,1171.5620172536892,381000.0,-707.4896693492999,381000.0,-4.224356187167355,381000.0
32.0,32.0,1,0.030014718,0.037852533,0.044512916,0.044512916,0.09150403,0.17209281,0.09061832,0.15187171,635.4601040753266,554.4,2041.3294101099686,858.8,-295.44093550457126,605.5,162.8854777059466,1000.0,636.0585140966675,32.67935991298873,176683.08859973657,1524,805.8856508987311,382000.0,1304.2656201397895,382000.0,-478.8461158672641,382000.0,-7.615666873153129,382000.0
32.0,32.0,1,0.029052816,0.03415806,0.053906877,0.053906877,0.04272297,0.123888515,0.039497804,0.11378644,816.1949460803154,663.8,248.39770880053385,414.9,-551.0198050643504,824.3,80.59419337585294,823.6,148.54176079808795,45.579351212014444,177147.15576157777,1528,658.7259235952564,383000.0,1502.193776219056,383000.0,-332.63615511702,383000.0,-43.27054404664106,383000.0
32.0,32.0,1,0.040720053,0.034326073,0.04077742,0.04077742,0.051391542,0.13349387,0.056975465,0.14551958,3001.173222181051,1000.0,498.1183539295442,772.0,-430.56243595399144,719.0,-349.9183717473306,686.3,679.7026921023183,33.95057799399365,177615.04708603956,1532,512.3481499612132,384000.0,1680.2579169229252,384000.0,-186.2765784562351,384000.0,89.79292638981629,384000.0
32.0,32.0,1,0.032606997,0.034988564,0.03798612,0.03798612,0.055257417,0.15036017,0.057675026,0.17273468,2213.497127465125,851.4,264.30824001228655,503.7,-274.1283180451006,522.9,-744.5850783609909,816.0,364.77299276783003,38.27214052597992,178085.08287939883,1536,762.7042949677756,385000.0,1435.7929850922146,385000.0,-108.1986996700472,385000.0,35.431756301927535,385000.0
32.0,32.0,1,0.055161297,0.034280755,0.043393683,0.043393683,0.068952575,0.15389062,0.07860109,0.15452905,1938.5190770835725,875.4,1033.4907344168691,726.4,-38.71258035396784,145.9,-228.96006896214058,625.4,676.0842905460833,40.99325904098805,178543.17419419077,1540,829.5732368267579,386000.0,1018.76205098096,386000.0,-230.43156530832675,386000.0,-5.4328139294390665,386000.0
32.0,32.0,0,0.03081659,0.03081659,0.03890712,0.02468641,0.057061736,0.11138886,0.08448148,0.15023889,1462.3677738728961,794.4,1508.85395374602,757.6,-7.83043050528093,903.1,-2454.631691996211,1000.0,127.18990127935592,28.529334046994336,179017.52728763607,1544,1241.0507537427152,387000.0,837.529282734659,387000.0,-294.933735610872,387000.0,-110.55866397904519,387000.0
32.0,32.0,0,0.030132778,0.030132778,0.031877626,0.025451045,0.04789948,0.14312503,0.046694543,0.1869646,1488.0167721567939,671.5,1897.0887833154509,783.2,-143.77532130476828,622.1,-520.2490776371208,1000.0,680.2702891325889,45.041171874967404,179485.65640697384,1548,1236.2225700504869,388000.0,851.6392434767413,388000.0,-301.91911434155054,388000.0,-274.7952318741892,388000.0
64.0,64.0,0,0.038111314,0.038111314,0.033900842,0.019087007,0.03758738,0.09079356,0.0362429,0.091037616,625.9242811685366,666.8,1814.7062122021985,849.3,-186.1851045640771,825.2,6.563192057897251,811.6,565.2521452161388,38.68381561804563,179953.82402529323,1552,1333.8300575873122,389000.0,874.8429932349784,389000.0,-295.7232521833427,389000.0,-375.3764658351378,389000.0
64.0,64.0,0,0.031597838,0.031597838,0.027581982,0.018281639,0.03872129,0.13091736,0.029652985,0.06309303,122.61444654912506,780.1,2688.502013567067,936.3,-160.84304139538307,915.0,637.8619615129621,853.5,822.0338450584429,39.22523083596025,180425.88180035132,1556,1124.6038737147778,390000.0,955.7692437181095,390000.0,-275.8282194652092,390000.0,-344.3036607353513,390000.0
32.0,32.0,1,0.037654914,0.030887745,0.04064009,0.04064009,0.10476437,0.349653,0.06380085,0.0920308,757.1148463299411,731.7,501.04381746985274,643.6,-2729.801545361377,1000.0,421.62286830596986,906.4,-262.50500331390333,42.98420348309446,180906.17329676624,1560,793.6480235503509,391000.0,1251.9719264629591,391000.0,-269.47334017665315,391000.0,-343.9692616350941,391000.0
64.0,64.0,1,0.045012463,0.022206608,0.03849906,0.03849906,0.075216904,0.31710282,0.04608783,0.067784995,1314.850189184031,814.2,1635.228516657987,877.9,-1221.7769258725689,604.3,-64.03748530549508,610.5,416.0660736659886,50.24243621400092,181375.47664994583,1564,635.0224862491975,392000.0,1265.3239219656841,392000.0,-374.60251555486474,392000.0,-313.87031835332806,392000.0
64.0,64.0,1,0.04144619,0.020542359,0.03383432,0.03383432,0.05234861,0.27803937,0.045699064,0.04877538,2887.352664220085,875.4,560.9038519547256,360.6,-911.8877446272293,604.8,1182.2098606321174,1000.0,929.6446580449248,39.71748054004274,181838.84248032805,1568,860.6104937640324,393000.0,1408.7522646050925,393000.0,-566.5220068538446,393000.0,-374.6548186390984,393000.0
32.0,32.0,1,0.057962865,0.027545238,0.04187182,0.04187182,0.09028558,0.33874986,0.07107547,0.06672302,2059.944162211211,735.9,925.7380490538244,832.2,-924.6583795771955,572.9,450.0555542526965,841.5,627.7698464851339,34.17155765090138,182312.68008636555,1572,1088.3350843053765,394000.0,1111.8253307837886,394000.0,-511.22179010825056,394000.0,-299.4580816324753,394000.0
64.0,64.0,0,0.023485778,0.023485778,0.08981337,0.015232966,0.07188255,0.27113903,0.081113584,0.029077066,1655.964395886042,815.8,2258.897349002921,807.8,-957.8502536572412,831.9,2790.5133798824563,927.1,1436.8812177785446,45.03103297203779,182790.84490702895,1576,1318.2203296608193,395000.0,999.3951601790925,395000.0,-674.0504552381959,395000.0,-169.59059830342653,395000.0
64.0,64.0,0,0.026244143,0.026244143,0.031636506,0.015513225,0.062057756,0.2170995,0.0420006,0.027468812,2192.4234007003733,910.4,2557.350730147574,847.0,-44.930296282444075,1000.0,1945.5985384764117,723.7,1662.6105932604787,49.02169884601608,183260.8762184818,1580,1353.2172931335272,396000.0,981.1748768736181,396000.0,-818.0215928248818,396000.0,71.21750133146023,396000.0
64.0,64.0,0,0.029547375,0.029547375,0.021167744,0.014471453,0.085020326,0.22743978,0.024690019,0.023398945,804.8213836012966,662.5,1950.0505365185513,828.6,-1456.2442491648692,1000.0,2514.0664216180767,926.6,953.1735231432638,41.372031891020015,183735.79920472845,1584,1418.1161050562416,397000.0,1291.8337699858748,397000.0,-880.1514782158972,397000.0,402.1522883779642,397000.0
64.0,64.0,0,0.025006367,0.025006367,0.020121295,0.014664238,0.104160406,0.30549848,0.019500397,0.022020217,1699.3125533172783,662.2,2844.662217508322,1000.0,-1273.3164301346405,722.8,2286.4956247934115,923.2,1389.2884913710927,44.8664451999357,184205.7872416753,1588,1605.2826224291139,398000.0,1287.4270764707148,398000.0,-978.8190761876851,398000.0,750.9962983123121,398000.0
64.0,64.0,0,0.048873574,0.048873574,0.04007547,0.01910127,0.08978714,0.30302447,0.042738203,0.025297431,580.9616275531896,652.8,1882.457407749905,755.4,-1251.960150398194,832.8,2164.6236430446465,764.4,844.0206319873868,40.87067906802986,184673.27928170108,1592,1827.8354102493643,399000.0,1550.4509745583612,399000.0,-1075.9447239248789,399000.0,1057.561326411332,399000.0
32.0,32.0,1,0.033855595,0.015631573,0.10531335,0.10531335,0.08796715,0.33366096,0.010684336,0.02583553,945.427529703515,721.4,1049.4880128361563,626.5,-1872.7400875640735,861.3,2146.083841472043,874.9,567.0648241119102,38.69163865793962,185147.0412381593,1596,1752.2474055883965,400000.0,1879.7386988318049,400000.0,-1029.4173949316048,400000.0,1185.542971147011,400000.0
32.0,32.0,1,0.03241588,0.041907158,0.03885523,0.03885523,0.115627006,0.39337152,0.03255163,0.036372438,349.2483090379642,623.6,1825.1689191320613,819.6,-1166.6629811473456,529.1,1699.3454801827017,741.2,676.7749318013455,43.800510975997895,185617.41185532848,1600,1507.000642582276,401000.0,1839.1668293568284,401000.0,-1281.7420187805285,401000.0,1265.3147493264428,401000.0
32.0,32.0,1,0.04653788,0.053032193,0.091216296,0.091216296,0.08835235,0.4259922,0.05759452,0.03715069,1322.8362832419457,717.3,491.5484722373527,524.8,-1843.4368473224317,812.0,1246.105016222506,805.9,304.26323109484315,41.471850461908616,186090.06418598164,1604,1233.0759762916346,402000.0,1825.008785307397,402000.0,-1359.1001361623078,402000.0,1331.8646788940464,402000.0
32.0,32.0,1,0.04075319,0.037061412,0.04948743,0.04948743,0.116556995,0.44221732,0.049898397,0.03418792,2579.4719920883094,891.0,283.8638807549266,795.4,-1018.0724419077754,527.1,2381.5013812667303,950.4,1056.6912030505478,43.370812742970884,186566.67396056745,1608,1118.961780554549,403000.0,1675.4092796732034,403000.0,-1566.7568008625854,403000.0,1264.516129744466,403000.0
64.0,64.0,1,0.053382486,0.028485404,0.04276809,0.04276809,0.12267911,0.32746047,0.05685125,0.02908341,1500.4783573369873,912.1,188.40029027372697,494.1,-1044.5974392690223,917.8,1248.701976507754,808.6,473.2457962123615,47.6966936099343,187039.39792692952,1612,1299.3880735822518,404000.0,1573.3443228997091,404000.0,-1553.0520398563392,404000.0,896.6073598765977,404000.0
32.0,32.0,0,0.03314516,0.03314516,0.043319248,0.023128033,0.08752542,0.3925614,0.04341224,0.022583587,1335.2625735008564,863.8,2824.85624633908,926.1,-1201.968153491643,803.6,2931.8536081068874,1000.0,1472.501068613795,43.24585057096556,187521.95887640922,1616,1335.3537087943616,405000.0,1265.9426076046104,405000.0,-1541.2130001861651,405000.0,854.6978241957407,405000.0
64.0,64.0,0,0.034226306,0.034226306,0.037139826,0.017385421,0.056542445,0.28972316,0.03500721,0.019671895,1688.4084559347007,758.1,2282.1974073944193,765.6,-875.8519258306051,901.7,2936.0144185995796,975.6,1507.6920890245237,53.52617064095102,187994.39239908126,1620,1331.4138396235548,406000.0,1256.0582892392795,406000.0,-1558.702427697285,406000.0,980.2246744565034,406000.0
64.0,64.0,0,0.036826715,0.036826715,0.03507322,0.020844067,0.06437118,0.2606087,0.034920953,0.023326961,93.50334763014726,750.3,1575.976833870544,694.6,-790.183091622646,706.9,868.5145449094682,528.4,436.95290869687835,43.63726204098202,188460.9202611664,1624,1388.7530696970705,407000.0,1295.8980328431521,407000.0,-1361.417576749213,407000.0,1223.9860951513515,407000.0
64.0,64.0,1,0.11459001,0.020457461,0.03498275,0.03498275,0.10114693,0.22684601,0.11315582,0.017767033,2693.4401195985506,953.6,2418.125094974273,998.5,-646.8021507569707,706.3,1792.601321507703,817.9,1564.3410963308888,34.00924880907405,188933.63088000158,1628,1181.34744907903,408000.0,1296.4774442473877,408000.0,-1311.1721718385218,408000.0,1065.611085207226,408000.0
32.0,32.0,1,0.07564307,0.019345844,0.04430058,0.04430058,0.0707242,0.28939977,0.008581379,0.016651314,2203.7753141569956,795.5,2048.834350442516,748.9,-1636.4754022009072,905.5,2925.49391598786,808.9,1385.4070445966158,41.62240558885969,189408.75725691172,1632,1334.678032350604,409000.0,1283.497163334783,409000.0,-1258.1857525572998,409000.0,1166.4786811544234,409000.0
32.0,32.0,0,0.042798944,0.042798944,0.038498785,0.02911541,0.07992839,0.39937314,0.038595483,0.032184355,-16.73877937746471,486.4,771.7311394719981,767.2,-2249.0968066230125,901.1,-13.712921031242468,767.7,-376.95434188993045,48.85566567303613,189878.41142473032,1636,1556.8989760556851,410000.0,1341.2834734684766,410000.0,-1329.054904786211,410000.0,1504.3483613204835,410000.0
32.0,32.0,1,0.062455315,0.032710906,0.027928961,0.027928961,0.08499666,0.39245188,0.063283056,0.027520256,2144.9022925068407,804.8,2259.9101181175265,980.9,-2193.6505186346503,900.9,2371.3177225184622,778.4,1145.6199036270446,39.332385036861524,190354.97798518545,1640,1366.4082518390235,411000.0,1378.753278592801,411000.0,-1306.8015588486128,411000.0,1025.7198077668752,411000.0
64.0,64.0,1,0.025669662,0.020401852,0.037937302,0.037937302,0.06062276,0.30152455,0.02807602,0.019704266,3567.816911294072,1000.0,1763.7076950932837,851.7,-1214.104605852031,722.6,2625.548454648255,921.4,1685.742113795895,44.99774548294954,190827.08357464883,1644,925.6378692029994,412000.0,1366.8605779220168,412000.0,-1288.9670626636953,412000.0,1184.100594742306,412000.0
64.0,64.0,1,0.09143834,0.023229863,0.03928518,0.03928518,0.10782588,0.35405603,0.08728488,0.024553936,1855.7477277046728,1000.0,-119.79235992685919,718.0,-1119.7848850844116,706.0,1901.2542261648837,1000.0,629.3561772145714,41.872597347944975,191308.9859662283,1648,943.175909202794,413000.0,1315.8353615710266,413000.0,-1275.0826652012124,413000.0,1256.7168441922825,413000.0
32.0,32.0,3,0.09200412,0.024986245,0.09387354,0.034732547,0.13613321,0.41728234,0.04455273,0.04455273,1639.3297726249941,627.2,1107.7332237497922,635.1,-1074.2253520713725,549.7,374.6327790951701,725.3,511.8676058496459,52.06129781785421,191775.8293847862,1652,827.1280257643278,414000.0,1117.485879427933,414000.0,-1293.8079709751123,414000.0,1178.6600357247548,414000.0
64.0,64.0,3,0.03724185,0.020361427,0.037294243,0.021969404,0.17099415,0.298828,0.04088645,0.04088645,1788.752817336405,808.1,1389.5498818611136,821.2,-972.0044255224778,731.5,272.0031908258814,331.4,619.5753661252305,38.120244869962335,192243.8402753725,1656,1021.6342558944285,415000.0,886.4456919178596,415000.0,-1246.8458056545503,415000.0,1076.5623543748493,415000.0
32.0,32.0,0,0.12805107,0.12805107,0.0105131045,0.019248014,0.08507551,0.34257147,0.06386258,0.018596439,2221.10741903547,878.9,2774.5605181694627,882.1,-1568.5940958159867,1000.0,1670.762136362695,635.6,1274.4589944379104,38.31974148610607,192713.4314718492,1660,1124.0124284612273,416000.0,982.8391727449596,416000.0,-1199.2797355349053,416000.0,1232.6195691643393,416000.0
16.0,16.0,3,0.05786746,0.05372019,0.055026244,0.05275421,0.124897316,0.4369012,0.046556383,0.046556383,2636.294355183517,745.8,1454.8438214361627,826.1,-1592.3993189878745,869.1,596.1797240190509,435.3,773.729645412714,40.39425499201752,193176.72686462023,1664,1139.9158977497827,417000.0,1175.6943616461447,417000.0,-1154.282247174886,417000.0,1093.1353211916128,417000.0
16.0,16.0,0,0.0271804,0.0271804,0.0579753,0.059419006,0.16480778,0.42170078,0.056515433,0.05826563,1330.8698548520917,934.9,280.42669442522157,474.7,-1303.3372550781262,663.0,619.213282151796,685.4,231.79314408774576,33.947190524078906,193648.15116479702,1668,1463.6282133126692,418000.0,1391.0621576611143,418000.0,-1021.0014624382051,418000.0,683.5823253562845,418000.0
32.0,32.0,0,0.03608448,0.03608448,0.029431911,0.039627757,0.124158934,0.3339218,0.052873727,0.06165795,704.4775858204064,431.2,1722.5262521584766,580.5,-815.5499474904929,561.5,-299.06008368299547,578.9,328.0984517013487,42.074589118827134,194111.1553169248,1672,1664.0595866344406,419000.0,1214.3375701666141,419000.0,-894.3049911698739,419000.0,607.5536879314607,419000.0
32.0,32.0,0,0.040958572,0.040958572,0.03032174,0.03065118,0.074984975,0.36298195,0.026223773,0.075241454,677.5778830692868,667.9,1554.3667093830602,464.8,-825.6650227290396,431.5,-232.6738840465777,521.5,293.4014214191824,32.9038439579308,194572.75769816258,1676,1443.3843954954596,420000.0,1021.0795910448178,420000.0,-911.8989842113755,420000.0,510.4816959425692,420000.0
64.0,64.0,1,0.105235144,0.022742743,0.038785275,0.038785275,0.12069807,0.22023574,0.09574815,0.02947564,1156.3350421779385,616.9,59.64719063036512,298.9,-937.8306510727086,707.4,1761.1300416787162,892.1,509.8204058535778,32.07278567692265,195040.73923377448,1680,1506.7970405438057,421000.0,1611.4971888779999,421000.0,-1032.254004567736,421000.0,342.5903021365295,421000.0
32.0,32.0,0,0.09885803,0.09885803,0.05727715,0.025193634,0.10179362,0.2993397,0.018009845,0.026337197,2761.518559904177,915.4,-691.6242366881102,770.1,-800.3965317154888,528.0,2310.693474390142,905.2,895.04781647268,38.41069455188699,195508.00044064817,1684,1661.9333899967519,422000.0,1455.1038270088306,422000.0,-952.2521343548824,422000.0,490.34117426867596,422000.0
32.0,32.0,0,0.04131119,0.04131119,0.045867614,0.04189654,0.15154685,0.37122697,0.043790657,0.041897915,-295.0900415287474,692.3,943.434697807203,450.1,-965.351936697775,419.8,2082.2413415460396,810.5,441.30851528168,37.6734895571135,195967.6528243482,1688,1468.5442714988708,423000.0,1438.4834626843951,423000.0,-592.2580985694769,423000.0,531.0919567252033,423000.0
32.0,32.0,0,0.08078451,0.08078451,0.043332387,0.041630853,0.09682501,0.3264102,0.04375751,0.041760333,-659.458593724077,731.2,461.9627445412928,687.4,-1151.9081662613332,808.0,466.6560228072258,533.5,-220.68699815922292,30.531956151826307,196431.00604470226,1692,1211.8838534207407,424000.0,553.6513835699482,424000.0,-445.6314048412793,424000.0,746.1596004009696,424000.0
32.0,32.0,3,0.053321645,0.021559654,0.012498668,0.028863356,0.087875426,0.24085441,0.1575424,0.1575424,750.51411359049,647.0,1246.1552288550884,656.8,-957.7836117250329,721.3,357.9573322310642,558.8,349.2107657379024,34.2576658250764,196893.2310026862,1696,946.9887712885078,425000.0,465.7380614685629,425000.0,-275.38731557826395,425000.0,1000.2739978800297,425000.0
16.0,16.0,3,0.054883372,0.123780735,0.07568381,0.191888,0.13111001,0.44309393,0.06349906,0.06349906,585.251054404358,753.2,-1144.0064177806576,510.2,-759.4381940246359,432.5,309.1295775809703,884.8,-252.26599495499124,32.94140370585956,197363.09233146848,1700,1081.1532140185675,426000.0,394.1226847709283,426000.0,-428.0060542181815,426000.0,1198.1327795093275,426000.0
16.0,16.0,0,0.07297478,0.07297478,0.048448402,0.27469727,0.1593984,0.40591782,0.04532758,0.087553054,-1010.970426708193,903.1,-1268.623750600723,613.2,-1011.6444474452983,468.6,667.8543248992464,674.0,-655.846074963742,39.698243047110736,197834.3613656055,1704,1056.1714092264654,427000.0,77.166783035334,427000.0,-577.4658419630047,427000.0,959.515899296568,427000.0
64.0,64.0,0,0.06325613,0.06325613,0.13817331,0.15170227,0.16352254,0.16073294,0.116792284,0.03826857,-2345.938404825206,1000.0,-1762.4127524636795,901.4,-961.05075494714,617.5,-1745.0986046649577,1000.0,-1703.625129225246,40.94532337016426,198319.70467609807,1708,803.6934909931371,428000.0,-74.57833144735268,428000.0,-745.9223241864252,428000.0,714.0809328860803,428000.0
16.0,16.0,3,0.11408388,0.29517406,0.115416214,0.28909424,0.21432063,0.38600367,0.14878248,0.14878248,-1474.9216561629078,704.6,-1062.8929349798004,901.2,-1068.522926330263,601.0,-1053.9307956748448,630.7,-1165.067078286954,55.08712898590602,198785.03009283158,1712,299.15869790578716,429000.0,-259.07641684261205,429000.0,-727.811331889762,429000.0,759.8716552955557,429000.0
32.0,32.0,3,0.072942615,0.2517026,0.06492008,0.18712814,0.12003242,0.3785373,0.11836633,0.11836633,-1138.4234261935444,707.3,-1915.6578712748474,1000.0,-516.0932936542015,451.4,-1567.661938265885,810.6,-1284.4591323471195,34.7049386491999,199253.99434218055,1716,149.09500152316804,430000.0,-456.38484692579095,430000.0,-843.1144603146552,430000.0,347.93285079497014,430000.0
64.0,64.0,3,0.055132736,0.10872812,0.055086356,0.08758234,0.066007,0.11684583,0.070028655,0.070028655,-879.9284401974588,1000.0,-542.1343059332796,901.6,-849.8918755219833,802.1,-1271.556665659828,901.4,-885.8778218281375,38.010349788935855,199728.90641800908,1720,-529.963132534436,431000.0,-574.8233861362055,431000.0,-794.5259201466145,431000.0,-74.58936417383464,431000.0
64.0,64.0,3,0.065277144,0.11172701,0.06240216,0.0817929,0.07985031,0.11974065,0.053735558,0.053735558,-604.8346286543734,805.9,-1000.1497938179239,901.5,-749.1816175061732,711.5,-736.1774006896712,818.0,-772.5858601670354,44.93325872393325,200209.40350859065,1724,-667.04774867624,432000.0,-674.9053038665837,432000.0,-741.9567269387642,432000.0,-444.9159721285354,432000.0
