beta_t,beta,best_actor_num,mean-okl/0,mean-bkl/0,mean-okl/1,mean-bkl/1,mean-okl/2,mean-bkl/2,mean-okl/3,mean-bkl/3,return-average/0,episode-length-avg/0,return-average/1,episode-length-avg/1,return-average/2,episode-length-avg/2,return-average/3,episode-length-avg/3,return-average,time-eval,time-total,epoch,avg-path-return/0,total-samples/0,avg-path-return/1,total-samples/1,avg-path-return/2,total-samples/2,avg-path-return/3,total-samples/3
8.0,8.0,3,0.039902885,0.09645924,0.03457543,0.07525658,0.06147031,0.14633024,0.05095169,0.05095169,841.044852450309,1000.0,1044.9256082499637,891.3,249.33665733162653,557.3,154.70443890169003,903.3,572.5028892333974,47.840333041967824,97199.21896637685,836,616.1808589185507,210000.0,426.6261400689119,210000.0,225.57783624318273,210000.0,628.3178258667762,210000.0
8.0,8.0,0,0.068724945,0.068724945,0.04652915,0.09724104,0.06113545,0.16446379,0.054175697,0.09971451,-2.204682165224386,810.7,2044.7025097271392,1000.0,40.57808158323779,629.7,1336.5852275083967,940.0,854.9152841633874,60.33373743901029,97670.90037529299,840,670.2990090536113,211000.0,611.5245222697295,211000.0,229.38736432284674,211000.0,487.55583067453443,211000.0
8.0,8.0,1,0.055929955,0.11209003,0.048831824,0.048831824,0.076851286,0.16632667,0.041435122,0.07996794,403.7320022363119,773.2,397.62232266904823,849.3,478.8483282970832,589.8,605.8931071230866,653.0,471.5239400813825,59.58237459801603,98133.19094435195,844,544.2325261024725,212000.0,752.7765132858941,212000.0,269.47713498005805,212000.0,510.332739499857,212000.0
8.0,8.0,1,0.036046393,0.12570119,0.04611498,0.04611498,0.050719943,0.1520141,0.031914715,0.0857334,933.4306569521838,690.1,591.2461143766418,771.6,224.1271953347873,537.4,997.363734489409,757.6,686.5419252882555,48.803471905062906,98595.3864066276,848,526.0291129546101,213000.0,729.8525129003564,213000.0,230.6610114982347,213000.0,579.24096541313,213000.0
16.0,16.0,3,0.019245304,0.049194377,0.043706764,0.033179123,0.029284285,0.06407634,0.07539544,0.07539544,546.2388376928363,815.4,912.8071858608779,884.4,1009.7651946123157,823.5,858.6757599180676,907.2,831.8717445210243,49.09146708296612,99068.78757252463,852,536.0001600864726,214000.0,615.8313228550239,214000.0,205.31874464756993,214000.0,626.0866434761568,214000.0
8.0,8.0,1,0.028100468,0.08811754,0.06970064,0.06970064,0.04641082,0.09840977,0.045623817,0.06704496,917.2039428490025,941.6,905.6846738868528,854.0,350.54161319080157,596.0,812.4211013414663,722.2,746.4628328170309,60.87761983810924,99536.65013217297,856,543.3629145125423,215000.0,647.7077997383823,215000.0,200.74393388621576,215000.0,609.1678078412442,215000.0
8.0,8.0,3,0.04111778,0.10924938,0.04017707,0.06256729,0.045243382,0.11127352,0.09328316,0.09328316,314.4019735846824,921.0,1832.594851142744,892.6,559.6733769658285,684.8,-397.6368241155533,913.1,577.2583443944254,54.83086838305462,100002.4470395858,860,509.82771862107603,216000.0,641.7511551324578,216000.0,231.02953939914033,216000.0,716.5162542681276,216000.0
8.0,8.0,1,0.03486583,0.09850313,0.073884524,0.073884524,0.05007882,0.111956686,0.059525333,0.06975771,444.09101463598256,862.7,986.7501937912788,994.0,281.6810265451103,392.5,114.57889767187594,708.3,456.7752831610619,53.03349637601059,100468.17055421125,864,525.2869550042326,217000.0,676.4804263235457,217000.0,268.5916896267738,217000.0,620.8034779516403,217000.0
8.0,8.0,1,0.035318468,0.11294468,0.07721961,0.07721961,0.04449165,0.11068921,0.07959291,0.07718629,1237.4402178212092,797.9,290.6700033087672,847.7,373.3145956769481,719.7,316.21753317922827,685.1,554.4105874965383,52.29426282295026,100936.2179691391,868,538.3445491105624,218000.0,560.0466945451586,218000.0,170.66447127958457,218000.0,253.32214608669636,218000.0
8.0,8.0,1,0.07229585,0.18871142,0.06699267,0.06699267,0.054376148,0.1385076,0.047180288,0.12662512,-143.9699462680346,605.8,-2352.9499570019943,1000.0,235.51435646092642,645.4,217.2864978816815,777.8,-511.0297622318552,54.57226287596859,101403.12618294125,872,393.81019731981496,219000.0,441.7284015929884,219000.0,200.21204300490498,219000.0,273.42776577529304,219000.0
16.0,16.0,1,0.07182178,0.11135851,0.07400178,0.07400178,0.06762977,0.10206149,0.06974955,0.08781351,-344.54286548826497,1000.0,-1865.032994729836,1000.0,-596.6314131043443,1000.0,-194.85624449087814,1000.0,-750.2658794533307,54.89923278603237,101879.81234612688,876,349.18111776367834,220000.0,353.75539194900233,220000.0,261.2466098854909,220000.0,277.3791042637329,220000.0
8.0,8.0,0,0.15124692,0.15124692,0.03050554,0.08957692,0.03776838,0.08372321,0.06814173,0.081218764,-331.7252266745539,316.3,-367.13030789972754,902.3,407.3048028527186,567.2,235.15915737544054,719.2,-14.09789358653056,65.08236895292066,102323.86282917287,880,308.1932456167594,221000.0,84.09233129655918,221000.0,194.164707096925,221000.0,167.7515419938915,221000.0
16.0,16.0,0,0.10642164,0.10642164,0.07732968,0.140068,0.07869092,0.109228685,0.06501304,0.11487492,-900.4904479230232,512.4,228.4774667909431,907.9,-39.97148512257369,281.4,58.01762929928734,725.2,-163.4917092388416,30.918521009967662,102785.04056040372,884,129.12137598086778,222000.0,-10.621873815168362,222000.0,118.98942503740491,222000.0,19.39969146355012,222000.0
16.0,16.0,0,0.12576462,0.12576462,0.099803336,0.11866034,0.11042882,0.10159586,0.10140991,0.09787552,-668.7387414047507,447.3,84.63409188851836,953.4,-72.14169372487044,636.8,-318.0469590323381,854.0,-243.57332556836022,37.50882500305306,103243.88375469227,888,-126.39595394814027,223000.0,-80.52264666074684,223000.0,47.82164982956956,223000.0,-123.6706295128567,223000.0
8.0,8.0,2,0.0749171,0.23714116,0.04212798,0.14902158,0.07071332,0.07071332,0.039808,0.11737852,-581.7492553387384,608.4,1741.8401076553541,1000.0,-701.4060781418851,824.3,607.4716663523301,665.1,266.5391101317652,35.97013900405727,103714.22405474866,892,-339.958949856297,224000.0,20.07665330843763,224000.0,22.744885400217093,224000.0,-63.736938915385586,224000.0
8.0,8.0,1,0.0736237,0.22292371,0.06629402,0.06629402,0.043252613,0.11050477,0.044155642,0.09864389,-414.8846955972866,532.8,82.82366051078263,780.6,282.0751517410499,564.9,495.67080529001186,816.3,111.42123048613945,47.39386228995863,104170.33397204941,896,-373.07741784939765,225000.0,38.05069382674763,225000.0,-37.50654145681662,225000.0,-24.88463412533246,225000.0
16.0,16.0,1,0.06521009,0.1379816,0.068469375,0.068469375,0.050251495,0.085316345,0.046570018,0.0726187,-387.7817385083055,725.4,-450.8328191614548,799.9,186.95593763323794,564.6,1043.9738239072199,825.7,98.07880096767437,32.77229621401057,104628.53434319387,900,-558.8878600547741,226000.0,91.93383189814921,226000.0,-31.338262673462157,226000.0,0.35207133372342125,226000.0
8.0,8.0,3,0.07007559,0.17310971,0.024461055,0.056107346,0.1117595,0.10891429,0.08118822,0.08118822,-527.8109506218727,609.9,598.4580420471975,925.4,155.0568057048941,278.0,360.6129683296795,719.1,146.5792163649746,35.72523027099669,105090.60419856932,904,-664.0434453292621,227000.0,-1.6964025823165598,227000.0,56.2168137875738,227000.0,194.15590861590368,227000.0
8.0,8.0,3,0.07173932,0.21103568,0.03499864,0.08859899,0.07136799,0.17727487,0.03799758,0.03799758,-638.6252882450497,824.2,1094.0990226902475,955.7,85.54879537377947,327.8,709.757451600098,668.1,312.6949953547688,38.84276905201841,105547.46995500312,908,-616.9003621940158,228000.0,7.597687492672674,228000.0,147.3772690447598,228000.0,260.37827448889715,228000.0
16.0,16.0,3,0.11085923,0.14372171,0.038185846,0.069485955,0.08325317,0.21839125,0.043511912,0.043511912,-162.0724141205004,653.9,1922.5923866494784,1000.0,-233.05597619346676,303.3,853.8116508867133,790.0,595.3189118055561,33.72697939001955,106003.71733797912,912,-647.2350066930937,229000.0,407.3211843407813,229000.0,176.51574065609867,229000.0,428.35653830002667,229000.0
32.0,32.0,3,0.032602023,0.065554455,0.031965524,0.042985033,0.051148932,0.090885796,0.046562172,0.046562172,564.8926427931481,908.2,498.06396566301083,469.6,417.89140782983776,902.5,1607.2795084443428,1000.0,772.0318811825848,32.92864684702363,106466.39791304618,916,-329.32979897341465,230000.0,711.9188078743167,230000.0,134.651630918742,230000.0,537.5927632168771,230000.0
16.0,16.0,1,0.056982588,0.0876933,0.042173583,0.042173583,0.06960782,0.1364841,0.034318827,0.04852391,198.61447037495253,901.1,467.5774141761393,921.6,-145.15616094948888,634.1,1342.8259931091598,942.2,465.9654291776907,39.49029533506837,106941.01902512461,920,-169.77944097622475,231000.0,842.6884557986868,231000.0,191.30072783743617,231000.0,569.9263594461297,231000.0
16.0,16.0,1,0.045689963,0.095393814,0.05184358,0.05184358,0.071453355,0.147596,0.031761322,0.052987054,56.598993714174945,728.2,939.2789469457396,848.6,-172.91625236589906,430.2,1228.2264008116176,852.6,512.7970222764083,51.56697658402845,107398.18516415672,924,13.639550629133009,232000.0,667.4252639867375,232000.0,-6.174885491990619,232000.0,732.4253292143948,232000.0
8.0,8.0,3,0.056365613,0.13157101,0.036008872,0.07458562,0.10931074,0.24229202,0.037981823,0.037981823,-76.56427949565598,1000.0,1105.025687645078,700.5,-197.43145759072155,445.7,395.8753341103069,523.9,306.72632116725185,34.1594161860412,107853.80436871096,928,117.774578994979,233000.0,819.1743964455508,233000.0,10.29864640419505,233000.0,648.8431406841978,233000.0
8.0,8.0,1,0.05678803,0.14650653,0.052846674,0.052846674,0.061563395,0.2661985,0.027665412,0.08062307,-94.05168251578323,806.3,887.207043498084,779.2,-290.0449041297744,344.1,683.8749170933431,748.7,296.74634348646737,32.63499148900155,108305.62427751964,932,116.67980495154839,234000.0,801.0667275585665,234000.0,-60.70181314832651,234000.0,782.378805138256,234000.0
16.0,16.0,1,0.04719882,0.08440182,0.0460125,0.0460125,0.06536992,0.15510586,0.034053627,0.05433518,376.1066624824207,637.5,116.01229339811391,404.4,-8.138524994893825,364.4,1782.892489846708,805.3,566.7182301830871,30.05398815893568,108756.16563497856,936,168.23209725617644,235000.0,875.9229077635003,235000.0,-116.77252697685984,235000.0,754.7289322473963,235000.0
16.0,16.0,1,0.04407034,0.07857254,0.057489842,0.057489842,0.06237796,0.15690255,0.031995647,0.05742232,761.6242411586014,1000.0,275.3262232821179,679.8,-155.0348376317175,539.0,1900.6226815466002,977.8,695.6345770889005,26.471011303015985,109228.78124665748,940,244.74707156337786,236000.0,888.6392960428145,236000.0,-199.37174167035403,236000.0,963.4989355103575,236000.0
8.0,8.0,3,0.04799194,0.090631716,0.03207474,0.07334644,0.07366145,0.20706417,0.032167073,0.032167073,1025.8229157659284,922.8,1213.5491219111677,812.6,-759.656878514977,730.3,950.5534821304249,815.3,607.567160323136,48.973827976034954,109695.3233219966,944,309.57235700912844,237000.0,865.3260743711226,237000.0,-231.89825407859584,237000.0,1048.284216048812,237000.0
16.0,16.0,3,0.032398008,0.05954323,0.030560602,0.05080682,0.047912292,0.14827596,0.05432962,0.05432962,936.8459302287323,837.0,1196.3017470591537,632.5,-506.44486544450365,1000.0,997.9984976034905,866.3,656.1753273617182,42.753666596952826,110158.50884181354,948,372.8806155520567,238000.0,742.3374389885232,238000.0,-264.1194320516298,238000.0,1095.9257198661314,238000.0
16.0,16.0,3,0.044743057,0.061357755,0.03874681,0.05790339,0.055405337,0.16125369,0.047653962,0.047653962,160.78007283884278,589.4,645.5206003212938,905.3,-557.2842984306611,909.6,350.9454737923443,791.6,149.99046213045494,40.077535859076306,110620.39067961206,952,394.98959616701046,239000.0,832.7443444284847,239000.0,-273.1842408710874,239000.0,1112.6752962196697,239000.0
16.0,16.0,3,0.05769366,0.06476926,0.06648285,0.05806724,0.058615394,0.13195445,0.06437697,0.06437697,833.0728192030977,923.4,1042.7406829061483,860.8,633.3641673807397,1000.0,103.42825382022302,771.1,653.1514808275521,38.67615775007289,111087.35299297073,956,507.6122228740587,240000.0,686.7405120404962,240000.0,-289.00404645978057,240000.0,851.1702944692073,240000.0
16.0,16.0,3,0.03203067,0.061567456,0.03520421,0.05546564,0.04727048,0.10748297,0.04247766,0.04247766,739.6803494541139,809.2,1119.428246277032,928.9,254.224279245233,832.8,-199.21380751627893,638.0,478.52976686502495,43.30539309210144,111550.10161757388,960,541.798568459102,241000.0,693.6282176374726,241000.0,-146.98131586938834,241000.0,794.0917254412899,241000.0
16.0,16.0,1,0.018447548,0.041326262,0.10009302,0.10009302,0.029317308,0.07784153,0.06740401,0.038410034,754.6418720212833,842.3,638.2573330599851,670.9,478.42642509295547,917.0,351.70005886737096,929.3,555.7564222603987,38.815320387948304,112015.86965328187,964,576.9997788797153,242000.0,742.566067245994,242000.0,-108.63949785853758,242000.0,458.3212444186679,242000.0
8.0,8.0,1,0.028854778,0.07663176,0.047188196,0.047188196,0.051626097,0.13126244,0.02769527,0.085400894,578.8089731395486,604.9,967.4538310694592,638.3,331.85328886912316,824.2,817.4211271614976,1000.0,673.8843050599071,41.02308063500095,112476.72831044137,968,552.305989199797,243000.0,571.016985045221,243000.0,-27.602290451681586,243000.0,267.0446992429132,243000.0
8.0,8.0,0,0.0533411,0.0533411,0.0550539,0.090389155,0.07308081,0.12400969,0.03656739,0.090054214,624.7512517893837,757.7,1885.5725531111002,958.4,837.5985540834681,1000.0,730.0493074620615,711.5,1019.4929166115035,36.71170912706293,112953.00648655882,972,610.2314346820724,244000.0,598.7736992477915,244000.0,54.40991872272657,244000.0,210.890489369207,244000.0
8.0,8.0,0,0.055081002,0.055081002,0.035030868,0.092479214,0.047137998,0.12029691,0.032769017,0.08000499,298.2843696206908,410.8,405.356482556871,761.4,1244.403382440987,993.6,588.269350361261,645.8,634.0783962449524,51.572418229072355,113411.73933649308,976,619.088543889227,245000.0,736.5639268213497,245000.0,144.79141548127882,245000.0,241.97572638979446,245000.0
8.0,8.0,1,0.062078018,0.1492161,0.09147939,0.09147939,0.08509579,0.16578782,0.05912399,0.14010815,385.0131483442372,1000.0,-2042.8928053795219,1000.0,248.14200675408932,1000.0,-93.17898652894102,1000.0,-375.7291592025341,33.733615349046886,113884.28373911325,980,627.8605263585273,246000.0,640.9557997413842,246000.0,202.0355917301102,246000.0,252.904120031528,246000.0
8.0,8.0,0,0.047974575,0.047974575,0.049304865,0.2461021,0.055484246,0.09542564,0.03291762,0.078254,716.2964445170467,774.7,177.0082335927769,1000.0,1184.8094169975354,923.7,1316.3123138962949,722.9,848.6066022509135,48.78783740999643,114346.04115125886,984,549.6842423876888,247000.0,407.60004739914416,247000.0,251.25402906478288,247000.0,229.28806463380275,247000.0
16.0,16.0,0,0.04211054,0.04211054,0.039024696,0.1247473,0.033281546,0.06199521,0.024485428,0.052300323,301.80140180593435,679.3,509.3630344813684,827.4,1070.2234016888265,713.9,1150.8148455387684,796.8,758.0506708787244,37.72455233393703,114816.5530967121,988,564.1821107550753,248000.0,230.51758078128864,248000.0,337.82003059553216,248000.0,484.42519406578987,248000.0
8.0,8.0,3,0.019023137,0.039970726,0.045544073,0.12346272,0.07208613,0.056527663,0.064904995,0.064904995,911.583872903005,707.9,249.56569682591999,915.8,1219.9156677233718,881.5,736.4104133807907,558.4,779.3689127082719,45.81327300902922,115277.52243650658,992,432.98630421088984,249000.0,294.51116265939356,249000.0,486.37298385974583,249000.0,619.0201302163235,249000.0
8.0,8.0,3,0.026409775,0.0766283,0.058358457,0.19387802,0.038194932,0.08332532,0.038275186,0.038275186,934.0287640098513,644.0,731.2253541199667,777.9,1338.1118138858242,975.0,804.0040588448192,774.7,951.8424977151153,36.35642611293588,115739.51345894218,996,449.7780678815649,250000.0,388.71375186084305,250000.0,589.6816997339163,250000.0,809.4104153541996,250000.0
16.0,16.0,3,0.035027854,0.05241292,0.03683886,0.11299701,0.032900512,0.05631344,0.04021467,0.04021467,1514.2215943886883,942.8,1018.9781786865803,1000.0,1483.639467408396,1000.0,594.2301647764036,658.6,1152.767351315017,38.14856219396461,116205.89165500097,1000,422.6478183113313,251000.0,417.29108271772554,251000.0,665.1603189916716,251000.0,860.823208908203,251000.0
16.0,16.0,3,0.02865749,0.052677274,0.035588723,0.10202441,0.03644265,0.0562679,0.03959272,0.03959272,1656.7531910254916,850.3,1320.0390891263605,935.2,1251.7508868715217,756.1,1046.2701555476556,786.2,1318.7033306427575,43.018821400008164,116672.34929212695,1004,558.3878535309252,252000.0,471.9923813897373,252000.0,659.2026682642238,252000.0,970.4220353593125,252000.0
16.0,16.0,3,0.03276091,0.05438044,0.03636086,0.09081393,0.03374107,0.05831569,0.045224227,0.045224227,2043.6404947932926,1000.0,1352.141584717521,1000.0,1339.8839227974697,852.2,579.4151681797778,703.7,1328.7702926220152,43.07048738992307,117137.82524463953,1008,596.0919127501624,253000.0,349.40214834887405,253000.0,769.3515701615372,253000.0,1021.4515163300905,253000.0
8.0,8.0,3,0.03337118,0.07954491,0.037856,0.12788583,0.028316354,0.083426684,0.039708585,0.039708585,1722.5842417407973,916.7,417.4266405728766,827.7,1353.1470852170476,946.3,1563.858560889064,1000.0,1264.2541321049462,41.22642155108042,117616.51745287958,1012,677.4447966391899,254000.0,541.7450391043574,254000.0,849.987944384478,254000.0,948.250430244052,254000.0
16.0,16.0,2,0.06740319,0.05138917,0.07328758,0.07346007,0.04890629,0.04890629,0.068506986,0.060323175,998.3003872998903,778.8,541.7286433326233,669.2,273.65422437223566,752.5,1490.5429637593659,804.9,826.0565546910289,55.1446774759097,118075.53716261766,1016,622.3681445773907,255000.0,815.4075468485617,255000.0,982.981073347335,255000.0,980.9501163940091,255000.0
8.0,8.0,2,0.05101817,0.088408306,0.054753553,0.12269815,0.055454098,0.055454098,0.040927466,0.10457863,847.6376024362049,790.9,690.4098643081377,737.6,246.5663469108976,676.6,1715.9878673237442,946.7,875.1504202447461,35.018442445085384,118537.67995839159,1020,510.26014290453986,256000.0,897.2720870224242,256000.0,1030.0654266763593,256000.0,845.6155251327173,256000.0
16.0,16.0,2,0.037589327,0.06123547,0.038813964,0.07562904,0.038116395,0.038116395,0.036035217,0.066128954,1725.261970820708,1000.0,1186.4585902895728,1000.0,360.5286667873749,576.1,1279.8451720164105,908.1,1138.0235999785166,38.31513088697102,119013.96522643755,1024,486.010299151519,257000.0,845.122501978774,257000.0,1061.8091277449366,257000.0,817.7431497980765,257000.0
